"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"95",95,1652752125,189,"20220517 09:48:45","9:48:45",2,1652752117,0.002234035,2.234035189,40.23972645,323.136913,241.9747899,24.67396151,32.9499935,0.165965717,3.255270403,0.16140419,0.101277011,305.399489,27.74441215,25,3.738663142,67.6262629,2.369555799,3.503898778,1.369107343,-98.52095186,-194.0595796,-12.89009151,-0.071133937,32.47391005,2.226059804,6.466537674,359.0999386,342.7479879,1.700067205,89.12386144,2.234035189,21.93175757,23.24099824,3.64e-07,105.3543778,0,0,1,0,53922.64779,1999.997391,1681.197891,0.840600042,0.152699944,3,0.5,"0: Broadleaf",2,TRUE,1652752117,323.136913,343.0524783,23.23796957,21.93339565,324.7771304,23.64905652,500.0093913,101.8691304,0.10001073,26.63864783,27.96563478,999.9,0,0,9998.486957,774.9051739,39.09214783,1999.997391,0.980001,0.019999083,33,44861.18696,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.30691991,2.659182658,0.285196936,0,-19.80822439,-1.731041812,0.18707455,0,1.296510976,0.112012474,0.011659126,0,0.164254971,0.014182147,0.001462495,1,1,4,"1月4日,2.91034",2.67299,0.0823338,0.0864681,0.112425,0.106982,24975.1,24308.9,26133.6,25645,36009,35872.9,41447.7,41234.1,1.99048,1.83958,0.0772327,0,100,100,-1.656,-0.411,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.7,1282.7,0.924072,2.53052,1.60278,2.26074,1.50269,2.27661,36.2459,23.8598,19,531.632,502.45,25.2433,31.5828,29.9998,31.5333,31.5277,18.5191,31.1978,52.8188,25.2723,366.31,22,100.66,98.4814,NA
"96",96,1652752127,191,"20220517 09:48:47","9:48:47",2,1652752119,0.002238051,2.238050704,39.55874969,326.4192609,244.4957983,24.93100793,33.28466679,0.166231993,3.25580351,0.161656761,0.101436053,305.399309,27.74620168,25,3.739053932,67.61688112,2.369632942,3.504499028,1.36942099,-98.69803606,-193.8949168,-12.87734743,-0.070991217,32.54566464,2.230811231,6.391453573,362.5327422,346.1646909,1.708650388,89.12386144,2.238050704,21.93052135,23.24206824,3.53e-06,105.3543778,0,0,1,0,53936.69648,1999.996522,1681.196978,0.840599951,0.15269992,3,0.5,"0: Broadleaf",2,TRUE,1652752119,326.4192609,346.382913,23.23874348,21.93140435,328.0636957,23.64981304,500.0163913,101.8690435,0.100021417,26.64155652,27.9645913,999.9,0,0,10001.31304,774.9307826,39.09321739,1999.996522,0.980001,0.019998978,33,44861.18261,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.37024576,2.154189469,0.229169712,0,-19.8689125,-1.312240525,0.132241032,0,1.29978325,0.099235835,0.010210741,1,0.164513571,0.012934468,0.001384183,1,2,4,"2月4日,2.91025",2.67284,0.0829812,0.0871203,0.112425,0.106955,24957.5,24291.5,26133.7,25645,36009.1,35874,41447.9,41234.1,1.99042,1.83987,0.0779331,0,100,100,-1.66,-0.411,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.7,1282.7,0.930176,2.53418,1.60278,2.26074,1.50269,2.26929,36.2694,23.8511,19,531.585,502.666,25.2505,31.5808,29.9998,31.532,31.527,18.6408,30.9112,52.8188,25.2723,369.662,22,100.66,98.4813,NA
"97",97,1652752129,193,"20220517 09:48:49","9:48:49",2,1652752121,0.002237914,2.237913852,40.42369821,329.7014348,247.0168067,25.18802299,33.61928053,0.16615028,3.256210664,0.161580033,0.101387668,305.3994301,27.74906819,25,3.739679984,67.60699031,2.369700078,3.505111035,1.369979906,-98.69200089,-193.9018371,-12.87657201,-0.070979919,32.61525009,2.235663558,6.761561004,366.0358455,349.5484364,1.693927096,89.12386144,2.237913852,21.93029288,23.24170912,7.01e-06,105.3543778,0,0,1,0,53947.29141,1999.997391,1681.197732,0.840599962,0.152699914,3,0.5,"0: Broadleaf",2,TRUE,1652752121,329.7014348,349.7118696,23.23944783,21.92928696,331.3500435,23.6505087,500.0243913,101.8688261,0.100037191,26.64452174,27.96445217,999.9,0,0,10003.48696,774.9541304,39.09096522,1999.997391,0.98000113,0.019998865,33,44861.2,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.50476615,1.949144149,0.196170492,0,-19.94,-1.299702439,0.133036639,0,1.30613439,0.084192544,0.008603932,1,0.165455219,0.009873967,0.001000622,1,2,4,"2月4日,2.91027",2.67288,0.0836184,0.087731,0.112424,0.10697,24940.2,24275.5,26133.7,25645.3,36009.3,35873.8,41448.1,41234.5,1.99067,1.84,0.0787526,0,100,100,-1.665,-0.411,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.7,1282.8,0.9375,2.53784,1.60278,2.26196,1.50269,2.27417,36.2694,23.8511,19,531.751,502.747,25.2605,31.5787,29.9997,31.5312,31.5257,18.7714,30.9112,52.8188,25.2723,373.028,22,100.661,98.4824,NA
"98",98,1652752131,195,"20220517 09:48:51","9:48:51",2,1652752123,0.002242811,2.242811112,40.17919701,332.9833913,249.5378151,25.4451209,33.95398267,0.16647991,3.256553138,0.161892249,0.101584309,305.3993599,27.75087674,25,3.740075022,67.59606925,2.369746207,3.505745575,1.370328815,-98.90797002,-193.7000742,-12.86213433,-0.070818635,32.63030351,2.235798683,6.724387243,369.4057407,352.9395212,1.694156735,89.12386144,2.242811112,21.92621161,23.24052529,4.46e-06,105.3543778,0,0,1,0,53956.10731,1999.996957,1681.197419,0.840599989,0.152699912,3,0.5,"0: Broadleaf",2,TRUE,1652752123,332.9833913,353.0073478,23.23986957,21.92962609,334.6361304,23.65092174,500.0228696,101.8689565,0.100041204,26.64759565,27.9644913,999.9,0,0,10005.28522,774.9752174,39.08312609,1999.996957,0.980001261,0.01999877,33,44861.2,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.52992158,1.809009723,0.191590783,0,-19.96625,-1.143260038,0.120912377,0,1.30805725,0.064961538,0.007101475,1,0.165635649,0.008412606,0.000904245,1,2,4,"2月4日,2.91049",2.67314,0.0842563,0.0883155,0.112425,0.107071,24923,24260.3,26133.9,25645.6,36009.4,35870.1,41448.2,41234.9,1.9909,1.83978,0.0791736,0,100,100,-1.668,-0.4111,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.8,1282.8,0.944824,2.53662,1.60278,2.26196,1.50269,2.29004,36.2694,23.8598,19,531.893,502.573,25.2718,31.5773,29.9996,31.5298,31.5249,18.9172,30.9112,52.8188,25.3005,376.378,22,100.661,98.4834,NA
"99",99,1652752133,197,"20220517 09:48:53","9:48:53",2,1652752125,0.002260291,2.260290672,39.81968539,336.2609565,252.0588235,25.70222851,34.28824995,0.167851824,3.256777078,0.163189691,0.102401645,305.3993561,27.74981983,25,3.739844159,67.58546272,2.369811788,3.506392784,1.370032371,-99.67881864,-192.9774198,-12.81339999,-0.07028235,32.59564026,2.228577152,6.755991299,372.608033,356.2751333,1.673231458,89.12386144,2.260290672,21.91795963,23.24256441,-3.15e-06,105.3543778,0,0,1,0,53961.67215,1999.996957,1681.197472,0.840600015,0.15269991,3,0.5,"0: Broadleaf",2,TRUE,1652752125,336.2609565,356.2668261,23.24047391,21.93447826,337.9177826,23.65152174,500.0286087,101.8691304,0.100037522,26.65073043,27.96532609,999.9,0,0,10006.45261,774.9976522,39.07653478,1999.996957,0.980001391,0.019998674,33,44861.19565,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.54416429,1.490930966,0.177580241,0,-19.974195,-0.865886679,0.110579193,0,1.3078585,0.039781463,0.007543347,1,0.165648785,0.005694412,0.00088973,1,2,4,"2月4日,2.91035",2.67294,0.0848814,0.0889275,0.112441,0.107175,24906.2,24244.2,26134,25645.8,36008.9,35866.2,41448.4,41235.2,1.99078,1.83978,0.0801831,0,100,100,-1.673,-0.411,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.8,1282.8,0.950928,2.53296,1.60278,2.26318,1.50269,2.2937,36.2694,23.8598,19,531.796,502.562,25.2828,31.5753,29.9996,31.5285,31.5236,19.0481,30.9112,52.8188,25.3005,379.729,22,100.662,98.4842,NA
"100",100,1652752135,199,"20220517 09:48:55","9:48:55",2,1652752127,0.002252955,2.252955102,39.83414046,339.5256957,254.5798319,25.95930307,34.62116526,0.16716875,3.256345886,0.162543328,0.101994496,305.399485,27.75499203,25,3.740974051,67.57669459,2.369966045,3.507076012,1.371008006,-99.35531998,-193.2790187,-12.8356691,-0.070522726,32.58324826,2.218050487,6.839011996,375.8531686,359.5855091,1.657302613,89.12386144,2.252955102,21.9312479,23.25158529,-8.57e-06,105.3543778,0,0,1,0,53949.28348,1999.997826,1681.198255,0.840600041,0.152699908,3,0.5,"0: Broadleaf",2,TRUE,1652752127,339.5256957,359.5263043,23.24197826,21.94215652,341.1865652,23.65299565,500.0297826,101.8691739,0.100031065,26.65403913,27.96774783,999.9,0,0,10004.16783,775.0204783,39.07012174,1999.997826,0.980001522,0.019998578,33,44861.2087,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.57108174,-0.169805014,0.141865447,1,-19.9871122,0.011291289,0.088192904,1,1.301629756,-0.094761115,0.01824988,1,0.164808724,-0.013671059,0.002508327,1,4,4,"4月4日,2.9103",2.67294,0.0855049,0.0895682,0.11247,0.107222,24889.5,24227.4,26134.4,25646,36008,35864.7,41448.7,41235.7,1.99078,1.83987,0.0815988,0,100,100,-1.677,-0.4108,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.8,1282.8,0.957031,2.53174,1.60278,2.26318,1.50269,2.29858,36.2929,23.8511,19,531.784,502.624,25.296,31.5732,29.9996,31.5271,31.5222,19.1784,30.9112,52.8188,25.3107,383.084,22,100.663,98.4852,NA
"101",101,1652752137,201,"20220517 09:48:57","9:48:57",2,1652752129,0.002213131,2.213131315,40.00782133,342.781,257.1008403,26.21637621,34.95311662,0.163816721,3.255975754,0.159371789,0.099996682,305.3994851,27.76793123,25,3.743801988,67.57105722,2.370248286,3.507786297,1.373553702,-97.599091,-194.9246547,-12.94748768,-0.071748211,32.60634349,2.207486028,6.85092186,379.3005012,362.9360182,1.669606497,89.12386144,2.213131315,21.96608568,23.26296824,3.2e-06,105.3543778,0,0,1,0,53938.54383,1999.997826,1681.198323,0.840600075,0.152699909,3,0.5,"0: Broadleaf",2,TRUE,1652752129,342.781,362.7976087,23.24473913,21.95111304,344.4459565,23.6557087,500.0301739,101.8692174,0.100018413,26.65747826,27.9719087,999.9,0,0,10002.20652,775.0471739,39.06443043,1999.997826,0.980001652,0.019998491,33,44861.21304,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.58009242,-0.261590358,0.136971941,1,-20.0005975,0.085545591,0.086737681,1,1.29817125,-0.151384053,0.021635073,0,0.164305311,-0.020269076,0.003016774,1,3,4,"3月4日,2.91045",2.67301,0.086124,0.0901967,0.112502,0.107244,24872.7,24210.9,26134.4,25646.3,36006.9,35864,41448.9,41235.8,1.991,1.8398,0.0818186,0,100,100,-1.68,-0.4106,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.8,1282.9,0.964355,2.53418,1.60278,2.26318,1.50269,2.29858,36.2929,23.8511,19,531.933,502.557,25.3049,31.5718,29.9995,31.5264,31.5208,19.3232,30.9112,52.8188,25.3107,386.435,22,100.663,98.4858,NA
"102",102,1652752139,203,"20220517 09:48:59","9:48:59",2,1652752131,0.002190302,2.190302234,39.51316583,346.0348696,259.6218487,26.47340962,35.2848687,0.16188692,3.255417938,0.15754388,0.098845425,305.3993465,27.77700912,25,3.745787127,67.56843894,2.370647986,3.508513773,1.375139141,-96.59232853,-195.8663985,-13.01309007,-0.072470588,32.62511693,2.197304011,6.930220202,382.783108,366.2975394,1.679555353,89.12386144,2.190302234,21.98970684,23.27304176,2.22e-05,105.3543778,0,0,1,0,53922.65731,1999.996957,1681.197637,0.840600098,0.152699906,3,0.5,"0: Broadleaf",2,TRUE,1652752131,346.0348696,366.0650435,23.24868696,21.96102609,347.7038261,23.65956957,500.0275217,101.869087,0.100026,26.661,27.97865217,999.9,0,0,9999.27087,775.0830435,39.06602609,1999.996957,0.980001783,0.019998391,33,44861.2,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.60657164,-0.012459884,0.149423258,1,-20.01752683,-0.102054355,0.093559959,0,1.293195854,-0.194689129,0.024120245,0,0.163445782,-0.029630579,0.003518946,1,2,4,"2月4日,2.91041",2.67295,0.0867441,0.0908137,0.112538,0.107259,24855.9,24194.6,26134.5,25646.4,36005.7,35863.6,41449.2,41236,1.99115,1.84002,0.0820681,0,100,100,-1.685,-0.4103,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.9,1282.9,0.97168,2.5354,1.60278,2.26196,1.50269,2.29736,36.2929,23.8511,19,532.024,502.712,25.3105,31.5697,29.9996,31.525,31.5194,19.4541,30.9112,52.442,25.3107,389.787,22,100.664,98.4863,NA
"103",103,1652752141,205,"20220517 09:49:01","9:49:01",2,1652752133,0.00219187,2.191869688,39.69706754,348.78125,262.1428571,26.73040711,35.56482487,0.161983858,3.255133141,0.15763532,0.098903051,305.3991598,27.77993218,25,3.746426533,67.56893844,2.371112811,3.509175764,1.375313721,-96.66145324,-195.7999316,-13.01021051,-0.072435586,32.65913369,2.190223851,6.934135101,386.1641925,369.6569333,1.682193609,89.12386144,2.191869688,21.99889222,23.28307,3.12e-05,105.3543778,0,0,1,0,53914.29118,1999.995833,1681.196682,0.840600092,0.152699898,3,0.5,"0: Broadleaf",2,TRUE,1652752133,348.78125,368.8342083,23.25330417,21.96978333,350.453625,23.66407917,500.021625,101.8688333,0.100022125,26.66420417,27.98453333,999.9,0,0,9997.790833,775.112875,39.06626667,1999.995833,0.980001875,0.019998296,33,44861.19167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.62011257,0.111142591,0.155612691,1,-20.02831463,-0.189579094,0.099303576,0,1.291359756,-0.204219303,0.024540341,0,0.163143143,-0.031227402,0.003594571,1,2,4,"2月4日,2.91038",2.67299,0.0873654,0.0914432,0.112572,0.107263,24839.2,24177.8,26134.7,25646.4,36004.5,35863.7,41449.4,41236.3,1.99118,1.84002,0.081867,0,100,100,-1.689,-0.4101,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1282.9,1283,0.977783,2.53296,1.60278,2.26196,1.50269,2.30469,36.2929,23.8423,19,532.029,502.706,25.3146,31.5677,29.9997,31.5236,31.5188,19.5968,30.9112,52.442,25.1124,393.13,22,100.664,98.4867,NA
"104",104,1652752143,207,"20220517 09:49:03","9:49:03",2,1652752135,0.002275336,2.275335511,40.72612661,352.0601667,264.6638655,26.98742299,35.89910779,0.16883959,3.254854013,0.164120552,0.102988346,305.3993338,27.76428571,25,3.743005052,67.57049541,2.371717817,3.509990274,1.371287235,-100.342296,-192.3459015,-12.7810495,-0.069913294,32.70896226,2.182739791,7.041072822,389.6240839,373.0260788,1.68563098,89.12386144,2.275335511,22.00516362,23.29191471,0.005413425,105.3543778,0,0,1,0,53905.95054,1999.997083,1681.197733,0.840600092,0.15269989,3,0.5,"0: Broadleaf",2,TRUE,1652752135,352.0601667,372.1460417,23.25927917,21.98013333,353.7365417,23.66992917,500.0143333,101.8686667,0.100005692,26.66814583,27.99025,999.9,0,0,9996.3325,775.1474583,39.0591,1999.997083,0.980002,0.019998175,33,44861.20417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.68490313,0.840256376,0.206363065,1,-20.0763561,-0.673312892,0.139068672,0,1.287052439,-0.186323415,0.024039551,0,0.162396378,-0.029372821,0.003539307,1,2,4,"2月4日,2.91036",2.67292,0.0879885,0.0920831,0.112596,0.107248,24822.2,24160.9,26134.6,25646.5,36003.3,35864.3,41449.2,41236.4,1.99105,1.83987,0.0813045,0,100,100,-1.693,-0.41,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283,1283,0.985107,2.53052,1.60278,2.26196,1.50269,2.29858,36.3165,23.8423,19,531.931,502.583,25.2797,31.5655,30.0003,31.5223,31.5174,19.7227,30.9112,52.442,25.1124,396.489,22,100.664,98.487,NA
"105",105,1652752145,209,"20220517 09:49:05","9:49:05",2,1652752137,0.002280557,2.280556828,40.59376507,355.3375,267.1848739,27.2445007,36.23331151,0.169248528,3.254573576,0.164506553,0.103231577,305.3992867,27.76701546,25,3.743601781,67.57453869,2.372400937,3.510791168,1.371200845,-100.5725561,-192.1283824,-12.76811704,-0.069768903,32.78559777,2.176797045,7.1971734,393.1514986,376.4147818,1.691542595,89.12386144,2.280556828,22.00980877,23.29680206,0.005739893,105.3543778,0,0,1,0,53897.59194,1999.997083,1681.197551,0.840600002,0.152699866,3,0.5,"0: Broadleaf",2,TRUE,1652752137,355.3375,375.472375,23.26596667,21.9903125,357.0179167,23.67647917,500.0144583,101.8687083,0.100015792,26.67202083,27.99415417,999.9,0,0,9994.847083,775.192375,39.05085,1999.997083,0.980002,0.019998071,33,44861.20833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.69813721,1.007107971,0.220346707,0,-20.09804146,-0.930190244,0.160790623,0,1.28607122,-0.16413784,0.023508747,0,0.162388472,-0.027410293,0.003496236,1,1,4,"1月4日,2.91031",2.67299,0.0886103,0.0927176,0.112611,0.107228,24805.3,24144.1,26134.6,25646.6,36002.8,35865.2,41449.3,41236.4,1.9909,1.84005,0.0814609,0,100,100,-1.697,-0.4099,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283,1283,0.991211,2.53174,1.60278,2.26196,1.50269,2.30225,36.3165,23.8511,19,531.816,502.701,25.1997,31.5634,30.0012,31.5209,31.516,19.8498,30.9112,52.442,25.156,399.84,22,100.664,98.487,NA
"106",106,1652752147,211,"20220517 09:49:07","9:49:07",2,1652752139,0.002275861,2.275860774,40.65251946,358.6182917,269.7058824,27.50159994,36.56789649,0.168855227,3.254624808,0.164135006,0.102997481,305.3991192,27.77153234,25,3.744589365,67.58150423,2.373124555,3.51150005,1.37146481,-100.3654602,-192.3222607,-12.78130776,-0.069909349,32.89943722,2.176099778,7.196695614,396.6875835,379.8395758,1.706909778,89.12386144,2.275860774,22.0079581,23.29761206,0.005108918,105.3543778,0,0,1,0,53898.37762,1999.99625,1681.196718,0.840599935,0.152699846,3,0.5,"0: Broadleaf",2,TRUE,1652752139,358.6182917,378.8252917,23.27303333,21.99781667,360.3026667,23.6834,500.0221667,101.8688333,0.100021396,26.67545,27.99616667,999.9,0,0,9995.105417,775.2415,39.05347083,1999.99625,0.980002042,0.019997954,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.77026964,1.915925944,0.295124361,0,-20.137925,-1.459614259,0.200528324,0,1.28426225,-0.112566867,0.022457463,0,0.162112023,-0.019734762,0.003318986,1,1,4,"1月4日,2.91036",2.67288,0.0892346,0.0933213,0.112616,0.107219,24788.5,24128,26134.8,25646.5,36002.9,35865.6,41449.6,41236.4,1.9909,1.84,0.0805408,0,100,100,-1.7,-0.4099,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283,1283,0.997314,2.5354,1.60278,2.26196,1.50269,2.28027,36.3165,23.8511,19,531.804,502.652,25.1404,31.5614,30.0008,31.5195,31.5147,19.9802,30.9112,52.442,25.156,403.19,22,100.664,98.487,NA
"107",107,1652752149,213,"20220517 09:49:09","9:49:09",2,1652752141,0.00223282,2.232819982,40.76711164,361.90725,272.2268908,27.75866186,36.90326459,0.165301021,3.254664014,0.160774604,0.100880484,305.3989619,27.78458898,25,3.747445383,67.58964042,2.373819011,3.512104809,1.373626371,-98.46736122,-194.1023289,-12.90048256,-0.071210728,33.01870672,2.182347832,7.147365391,400.095033,383.2572,1.709649201,89.12386144,2.232819982,22.00213121,23.29632353,0.001655017,105.3543778,0,0,1,0,53898.92272,1999.995417,1681.195967,0.84059991,0.152699831,3,0.5,"0: Broadleaf",2,TRUE,1652752141,361.90725,382.19175,23.27984583,22.00095833,363.595625,23.69007083,500.015,101.8688333,0.100012529,26.678375,27.99445,999.9,0,0,9995.3125,775.2868333,39.06183333,1999.995417,0.980002167,0.019997804,33,44861.18333,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.88064217,3.599384848,0.380906546,0,-20.20259268,-2.238085714,0.242929587,0,1.281950244,0.04239993,0.018689304,1,0.161514789,0.005081877,0.002643795,1,2,4,"2月4日,2.91041",2.67292,0.0898551,0.0939116,0.112614,0.107217,24771.7,24112.3,26134.9,25646.5,36003,35865.7,41449.6,41236.5,1.99088,1.84005,0.0796877,0,100,100,-1.705,-0.4099,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283,1283.1,1.00342,2.53174,1.60278,2.26196,1.50269,2.28394,36.3165,23.8598,19,531.775,502.671,25.1276,31.5593,29.9999,31.5181,31.5126,20.1108,30.9112,52.442,25.156,406.535,22,100.665,98.4872,NA
"108",108,1652752151,215,"20220517 09:49:11","9:49:11",2,1652752143,0.002221955,2.221955491,40.62493673,365.2052083,274.7478992,28.0156568,37.23946138,0.16441442,3.254604781,0.15993564,0.100352014,305.3989338,27.7894758,25,3.748514819,67.59747622,2.374416872,3.512582133,1.374097947,-97.98823715,-194.5512237,-12.9310175,-0.071544598,33.10650665,2.19167686,7.262646582,403.3992987,386.6300061,1.690518655,89.12386144,2.221955491,21.99733353,23.29636676,0.000355259,105.3543778,0,0,1,0,53896.88385,1999.995417,1681.195923,0.840599888,0.152699817,3,0.5,"0: Broadleaf",2,TRUE,1652752143,365.2052083,385.549,23.28576667,22.00140417,366.8975833,23.695875,500.0088333,101.8685833,0.100010017,26.68068333,27.989575,999.9,0,0,9995.024167,775.3291667,39.06485,1999.995417,0.980002292,0.019997658,33,44861.17917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,32.88907157,3.486789921,0.379991069,0,-20.21823415,-2.311818815,0.245674204,0,1.28114878,0.09220892,0.017395056,1,0.161585199,0.005925913,0.002649052,1,2,4,"2月4日,2.91033",2.67301,0.0904641,0.0945052,0.112611,0.107213,24755.3,24096.6,26135,25646.5,36003.3,35866,41449.8,41236.6,1.99098,1.8401,0.0798777,0,100,100,-1.708,-0.4099,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283.1,1283.1,1.01074,2.52441,1.60278,2.26196,1.50269,2.26685,36.3165,23.8511,19,531.832,502.696,25.1322,31.5572,29.9994,31.5167,31.5112,20.2427,30.9112,52.442,25.1779,409.879,22,100.665,98.4873,NA
"109",109,1652752153,217,"20220517 09:49:13","9:49:13",2,1652752145,0.002219827,2.219826674,39.71578712,368.5057083,277.2689076,28.27270692,37.5759907,0.164254471,3.2547964,0.159784529,0.100256805,305.3989673,27.79151549,25,3.748961266,67.60453788,2.374888612,3.512913019,1.374072654,-97.89435631,-194.6398326,-12.9363806,-0.071602185,33.15785918,2.200886268,7.382885324,406.7310166,389.9827455,1.677499353,89.12386144,2.219826674,21.99547098,23.29660471,-3.25e-05,105.3543778,0,0,1,0,53901.83061,1999.995833,1681.196222,0.840599862,0.152699802,3,0.5,"0: Broadleaf",2,TRUE,1652752145,368.5057083,388.8868333,23.29040417,22.00064167,370.202,23.7004125,500.00525,101.8685417,0.100002779,26.68228333,27.98337083,999.9,0,0,9996.040417,775.3687917,39.065075,1999.995833,0.980002417,0.019997508,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,33.01435075,2.8547823,0.331835925,0,-20.28887805,-1.820709408,0.213426473,0,1.282711463,0.173642509,0.017968143,0,0.161626476,0.025247772,0.002540565,1,1,4,"1月4日,2.91039",2.6729,0.0910723,0.0951004,0.112614,0.107214,24738.9,24080.8,26135.2,25646.6,36003.5,35866.1,41450.2,41236.7,1.991,1.84002,0.079792,0,100,100,-1.712,-0.4099,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1283.1,1283.2,1.01685,2.52563,1.60278,2.26196,1.50269,2.26929,36.34,23.8511,19,531.831,502.629,25.1395,31.5551,29.9992,31.5147,31.5098,20.376,30.9112,52.442,25.1779,413.22,22,100.666,98.4875,NA
